text,acq,alum,barley,bop,carcass,castor-oil,cocoa,coconut,coconut-oil,coffee,copper,copra-cake,corn,cotton,cotton-oil,cpi,cpu,crude,dfl,dlr,dmk,earn,fuel,gas,gnp,gold,grain,groundnut,groundnut-oil,heat,hog,housing,income,instal-debt,interest,ipi,iron-steel,jet,jobs,l-cattle,lead,lei,lin-oil,livestock,lumber,meal-feed,money-fx,money-supply,naphtha,nat-gas,nickel,nkr,nzdlr,oat,oilseed,orange,palladium,palm-oil,palmkernel,pet-chem,platinum,potato,propane,rand,rape-oil,rapeseed,reserves,retail,rice,rubber,rye,ship,silver,sorghum,soy-meal,soy-oil,soybean,strategic-metal,sugar,sun-meal,sun-oil,sunseed,tea,tin,trade,veg-oil,wheat,wpi,yen,zinc
"SANDOX BUYS STAUFFER SEEDS. Sandoz Corp's Northrup King Co said it bought Stauffer Seeds, a unit of Stauffer Chemical Co. Terms were not disclosed. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROWN RESOURCES <CRRS> PLANS ENERGY UNIT SALE. Crown Resources Corp said it plans to sell its Oklahoma-based oil and gas unit as part of its strategy to focus on developing precious metals properties. The company said it bought the Wyona Water Flood Oil and Gas unit in 1984 for 650,000 dlrs. Crown said the Wyona field is fully developed with 28 producing wells. Current oil production is 80 barrels a day, it said, adding that no gas was produced for sale in 1986. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QUANTECH ELECTRONICS CORP <QANT> 3RD QTR DEC 31. Shr loss 28 cts vs loss six cts Net loss 561,029 vs loss 114,712 Revs 3,464,269 vs 4,083,833 Nine mths Shr loss 56 cts vs loss 13 cts Net loss 1,104,472 vs loss 261,791 Revs 10.5 mln vs 11.6 mln NOTE: Prior year net includes losses from discontinued operations of 99,209 dlrs in quarter and 202,097 dlrs in nine mths. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PORTUGUESE FEBRUARY CONSUMER PRICES RISE ONE PCT. Portugal's consumer prices rose one pct last month after a 1.2 pct increase in January and a 1.3 pct rise in February 1986, the National Statistics Institute said. The consumer price index (base 1976) rose to 761.3 from 753.7 in January and compared with 695.4 in February 1986. This gave a year-on-year February inflation rate of 9.5 pct against 9.8 pct in January and 12.6 pct in February 1986. Measured as an annual average rate, inflation in February was 11.1 pct compared with 11.4 pct in January. The government forecasts annual average inflation of about eight pct this year. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADSTEAM TO ACQUIRE 49 PCT OF U.K. PROPERTY COMPANY. The Adelaide Steamship Co Ltd <ADSA.S> (Adsteam) said it will subscribe to 30 mln shares in listed British property developer, <Markheath Securities Plc>, at 60p each, subject to shareholder approval. The subscription, expected to take place in May, will give Adsteam 49 pct of Markheath, Adsteam said in a statement. Adsteam's managing director John Spalvins will become chairman of Markheath and two other Adsteam nominees will join its board. ""We hope that in time Markheath will become a significant property and industrial company in the same style as Adsteam,"" Spalvins said in the statement. REUTER ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OFFICIAL INQUIRY SET FOR AUSTRALIAN WHEAT INDUSTRY. The government's industry aid and protection review body, the Industries Assistance Commission (IAC), will hold a 12-month inquiry into the Australian wheat industry, Primary Industry Minister John Kerin said. The IAC has been asked to report on the need for assistance to the industry and the nature, duration and extent of any aid, he said in a statement. He said the inquiry will be the first step in setting marketing arrangements to apply after June 30, 1989, when the underwriting and pricing provisions of the 1984 Wheat Marketing Act expire. Kerin said the broad-ranging reference would allow a full examination of all aspects of the wheat-marketing system. ""The inquiry will be required to take into account changes which have taken place in the industry as a result of the agricultural policies of major wheat producing countries and the industry's capacity to adjust to any recommended changes,"" he said. ""The inquiry is at an important time for the wheat industry, as the substantial fall in world prices is likely to trigger underwriting support from the government for the first time,"" he said. Kerin was referring to the government's underwriting of the guaranteed minimum price paid to wheatgrowers by the Australian Wheat Board near the start of the season. The IAC's report will be due at the same time as the findings of the current Royal Commission into Grain Storage, Handling and Transport, Kerin said. He said the timing of the IAC inquiry would allow its findings and those of the Royal Commission to be considered in later negotiations on wheat-marketing arrangements between the federal and state governments and the industry. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"THAI TRADE DEFICIT WIDENS IN FEBRUARY. Thailand's trade deficit widened to an estimated 4.7 billion baht in February from 2.1 billion in January and 2.8 billion a year ago, the Bank of Thailand said. Exports fell to around 18.9 billion baht from 20.4 billion in January compared with 17.4 billion a year ago, the bank said. Imports rose to 23.6 billion baht from 22.5 billion in January. They were 20.2 billion in February 1986. The bank said the trade deficit for the two months widened to an estimated 6.8 billion baht from 5.2 billion a year ago. February's current account showed a 1.2 billion baht deficit compared with 1.7 billion in January and 263 mln a year ago. The current account for the two months posted an estimated 500 mln baht surplus, down from 1.2 billion a year ago. A surplus in the country's balance of payments narrowed to 3.2 billion baht in February from 4.6 billion the previous month but was higher than 1.5 billion a year ago. The bank said the balance of payments surplus for the first two months of 1987 widened to 7.8 billion baht from 4.6 billion from the same period in 1986, while the net capital inflow rose to five billion baht from 3.1 billion. REUTER ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FAIRCHILD DEAL FAILURE SEEN MAKING JAPANESE WARY. Schlumberger Ltd's <SLB.N> decision to end an agreement in principle for Fujitsu Ltd <ITSU.T> to buy 80 pct of its <Fairchild Semiconductor Corp>, and the political furore that surrounded the proposed sale, will make Japanese companies more cautious in their efforts to acquire U.S. High technology firms but will not halt such attempts, industry analysts said. The collapse of the deal will not be a critical blow to Fujitsu but it will boost the cost of future U.S. Expansion by the Japanese firm, said analysts polled by Reuters. ""The acquisition of Fairchild is not essential to Fujitsu's North American operations, but it would have been a great boost,"" James Capel and Co analyst Tom Murtha said. French-controlled Schlumberger said yesterday it was ending the agreement because mounting political controversy in the U.S. Made it unlikely that the sale of the Fairchild stake could be completed in a reasonable time. The sale was opposed by the U.S. Commerce Department and Defence Department, partly on national security grounds. Fujitsu's acquisition of Fairchild would have given the Japanese computer maker control of a comprehensive North American sales and distribution system and access to microprocessor technology, an area where Fujitsu is weak, analysts said. The deal would also have given Fujitsu 14 additional microchip production facilities worldwide, eight of them in the U.S., A report by the Capel firm said. ""It was an entry point, a port for semiconductors and a marketing channel for other things,"" said Barclays de Zoete Wedd analyst Rick May. Several analysts said the purchase would not have given Fujitsu access to critical defence technology. ""(Fairchild) simply doesn't have key technology -- that's a thing of the past,"" May said. The failure could be a blessing in disguise for Fujitsu as it might have had to spend several hundred million dollars to modernise Fairchild's production lines, Capel's Murtha said. The failure of the deal will doubtless encourage Japanese firms to take a lower profile in attempts to acquire U.S. High tech firms but they are unlikely to stop, analysts said. Most analysts said Fujitsu was likely to go the more costly route of expanding its own production and distribution facilities in the U.S., Although some said it could use the estimated 200 mln dlrs set aside for buying Fairchild to try to acquire some less politically symbolic firm. ""It may slow the pace of Japanese acquisitions, but the necessity of expanding their production and design capacity in America remains,"" said Capel's Murtha. ""The Japanese will continue to shop for bargains, but it will be harder to find ones that are politically acceptable."" Japanese firms are likely to favour joint ventures or smaller equity stakes in firms to avoid the political backlash that blocked the Fairchild sale, analysts said. ""They're not going to slow up, they're just going to buy smaller pieces ... Because of the political risk,"" said Barclays de Zoete's May. Several Japanese firms have already taken 10 to 30 pct shares in smaller U.S. High technology firms such as super minicomputer makers, he said. Opposition of the sort that blocked Fujitsu could end up harming U.S. Firms and undermining a trend toward multinational tie-ups, some analysts said. ""This is not really of benefit to U.S. Firms either,"" said Jardine Fleming (Securities) Ltd analyst Nick Edwards. ""The pooling of resources in semiconductors is a positive move -- why should the government step in to prevent it?"" Japan's Minister of International Trade and Industry Hajime Tamura told a press conference that interference by U.S. Government officials in the Fairchild deal was inappropriate. ""This is entirely a private sector matter and not a matter for governments' comment,"" Tamura said. ""I think it was improper for U.S. Government officials to intervene to the extent they did,"" he said. A spokesman told Reuters the ministry's view is that international investment flows ought to be free and that such flows are of increasing importance in line with the growing closeness of U.S.-Japanese economic ties. REUTER ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARGAUX CONTROLS INC <MARGX> 3RD QTR LOSS. Shr loss 1.60 dlrs vs loss 45 cts Net loss 9,883,000 vs loss 2,744,000 Revs 1,309,000 vs 3,289,000 Nine mths Shr loss 2.29 dlrs vs loss 98 cts Net loss 14.1 mln vs loss 6,008,000 Revs 4,577,000 vs 11.9 mln NOTE: Current periods include loss of 7.5 mln dlrs from discontinued operations. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLEVITE INDUSTRIES INC <CLEV> 4TH QTR OPER LOSS. Oper net loss 411,000 vs profit 875,000 Sales 69.7 mln vs 70.5 mln Year Oper net profit 6,258,000 vs profit 4,785,000 Sales 299.5 mln vs 297.2 mln Note: Company made initial public offering in June, 1986. Assuming the offering had occurred on Jan. 1, 1986, operating net income per share would have been 85 cts a share for 1986. 1986 oper net excludes one-time charge of 16.8 mln dlrs, or 2.46 dlrs a share, in qtr and year due to the February 1987 sale of the company's engine parts division. Oper net for 1986 year also includes profit from discontinued operations of 360,000 dlrs, or five cts a share. Oper net for 1986 excludes extraordinary loss of 1.1 mln dlrs, or 17 cts a share, due to the June 1986 write-off of unamortized debt issue costs from the public offering. 1985 oper net excludes extraordinary profit of 1.1 mln dlrs. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<ACKLANDS LTD> 1ST QTR FEB 28 NET. Shr three cts vs 11 cts Net 126,000 vs 434,000 Revs 84.0 mln vs 80.2 mln Avg shrs 4,948,731 vs 3,870,511 Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.K. MONEY MARKET RECEIVES 16 MLN STG ASSISTANCE. The Bank of England said it had provided the money market with 16 mln stg help in the afternoon session. The Bank did not operate in the market in the morning and earlier revised its estimate of the shortage in the system today down to 400 mln stg from 450 mln. The central bank purchased bills outright in band one at 10-3/8 pct comprising two mln stg of local authority bills and 14 mln stg of bank bills. REUTER ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANALYSTS PEG U.S. COTTON SEEDINGS 10.6 MLN ACRES. U.S. cotton farmers are likely to plant about 10.6 mln acres in the coming season, based on an average of estimates offered by cotton market analysts gearing up for the U.S. Agriculture Department's 1987 planting intentions report next Tuesday. The annual report gives cotton traders their first glimpse of what U.S. production might be in the 1987/88 season, which begins August 1. Trade and commission house forecasts ranged from 10.2 to 10.9 mln acres. On March 18 of last year, the USDA reported that cotton farmers in 1986 intended to plant 9.71 mln acres. Four months later, the USDA estimated that 9.67 mln acres had been planted as of June 1. By January, its estimate of 1986 planted acreage nationwide was 10.06 mln. Analysts said their forecasts for even greater acreage in 1987 were spurred in part by belief that this year's good demand and firm prices will be repeated next year. Analysts said those factors make cotton a profitable crop. ""With cotton more attractive price-wise, I think there is going to be a switch in acreage from soybeans to cotton. Soybeans are dirt cheap,"" said Lisbeth Keefe of Cargill Investor Services, whose comments were echoed by other cotton market specialists. Changes in the U.S. cotton program also could lead to increased acreage, analysts said. They recalled that under the 1986 program, cotton farmers who used part of their crop as collateral for government loans were not responsible for the cost of storing that cotton in government warehouses. But under the 1987 plan, the government will not pick up the tab for storage. Analysts said the change will discourage some farmers from participating in the program, which could result in more cotton. ""The cotton program stipulates a mandatory set-aside of 25 pct of a farmer's base acreage,"" noted Judy Weissman of Shearson Lehman Brothers. But farmers who elect not to participate in the program are free to plant all the acreage they have. Some analysts said cotton farmers in the high-yielding Western states would be most likely to steer clear of the program. ""Western acreage should be up at least 20 pct,"" said one commission house analyst, whose estimate was based in part on forecasts made by the National Cotton Council during its annual meeting in late January. But others disagreed. ""I think some Western growers have decided they should be in the program for security reasons. There's a lot of comfort in knowing you'll be guaranteed the government's loan price of 52.25 cents a lb. Anyone outside the program is subject to the wiles of the market,"" said Walter Brown, market analyst for a major California cotton producer. Some cotton specialists said their expectations for increased acreage might not be verified in Tuesday's planting intentions report. ""Anything the USDA is announcing now is based on information they gathered before their cotton program was announced (on March 20),"" one analyst cautioned. She said traders will get a better idea of next year's cotton output when the USDA's planted acreage report is released on July 9. Brown took that opinion a step further. ""I don't think planted acreage is important. What counts is the abandonment rate,"" the difference between acreage planted and acreage harvested. Brown said the abandonment rate this year was ""pretty high"" at 15.5 pct because of weather problems in key producing states. ""More normal would be about six pct,"" he said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSE INC <POW> 4TH QTR. Shr loss 18 cts vs profit 11 cts Net loss 1.5 mln vs profit 868,000 Revs 29.3 mln vs 41.1 mln Year Shr loss 41 cts vs profit five cts Net loss 3.1 mln vs profit 409,000 Revs 99.2 mln vs 231.7 mln Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<SIGMA MINES (QUEBEC) LTD> 4TH QTR NET. Shr 17 cts vs five cts Net 1,442,000 vs 393,000 Revs 9,771,000 vs 8,052,000 Year Shr 74 cts vs 23 cts Net 6,076,000 vs 1,875,000 Revs 34.9 mln vs 30.3 mln Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP GRANGEMOUTH REFINERY SHUT, HYDROCRACKER DAMAGED. The entire British Petroleum Co PLC refinery at Grangemouth in Scotland has been shut down following the explosion and fire that severely damaged the hydrocracker at the site, a refinery spokesman said. He said the rest of the 178,500 bpd refinery, including the 19,000 bpd catalytic cracker, was undamaged. The whole refinery was closed pending enquiries but a decision when to reopen the main units will be taken in the next couple of days, he said. But there was extensive damage to the central part of the 32,000 bpd hydrocracker, which upgrades heavy oil products to gasoline, and it will be out of operation for some months. The spokesman said BP will not suffer supply shortages as a result of the explosion as it will be able to bring in product from other sources. BP has a 437,000 bpd refinery in Rotterdam, a 181,900 bpd unit at Ingolstadt, West Germany, a 181,900 bpd plant at Lavera in France and a smaller Swedish plant. He said the explosion and fire, in which one worker was killed, occurred when the hydrocracker was not in operation. The refinery as a whole had been operating at about half of its capacity since the end of January while an extensive overhaul was carried out on the North Side of the complex where the hydrocracker is sited, he said. This work was scheduled to be completed by mid-April, but this is now being assessed following the hydrocracker accident. Two people were killed in an explosion and fire in a flare line at the Grangemouth refinery on March 13, but the spokesman said this incident was some 100 yards from the latest accident. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PENSION INSURANCE GROUP <PGAI> 4TH QTR NET. Shr profit two cts vs profit two cts Net profit 216,000 vs profit 265,000 Revs 1,661,000 vs 1,376,000 12 mths Shr profit four cts vs loss two cts Net profit 528,000 vs loss 290,000 Revs 5,881,000 vs 5,541,000 NOTE: full name of company is pension insurance group of america inc. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREEDOM FEDERAL <FRFE> TO RECOGNIZE GAIN. Freedom Federal Savings Bank said it will recognize in its first-quarter earnings a previously deferred 1.5 mln dlr gain which resulted from the sale of an apartment complex in 1983. It said the recognition comes as a result of repayment of a loan which was granted when the complex was sold. Reuter ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER PENINSULA POWER CO <UPEN> SETS PAYOUT. Qtly dividend 52-1/2 cts vs 52-1/2 cts Pay May one record April 17 Reuter ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.K. MONEY MARKET SHORTAGE FORECAST REVISED DOWN. The Bank of England said it had revised its forecast of the shortage in the money market today down to 400 mln stg from 450 mln stg. REUTER ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BANK OF SPAIN PROVIDES YEAR RECORD ASSISTANCE FUNDS. The Bank of Spain provided 1,145 billion pesetas in assistance funds which bankers said reflected fears of fresh increases in overnight rates. The daily auction was the biggest of the year and comes after the previous record set last June 6 of 1,240 billion pesetas. A spokesman for one of Spain top five banks said higher overnight call money rates were expected in the short term in view of disappointing money supply figures for February. The M-4 money supply, measured as liquid assets in public hands, rose 16.7 pct last month against 8.1 pct in January and compared with this year's eight pct target. Money supply growth was 11.4 pct last year. The central bank on Tuesday raised overnight rates by a quarter of a percentage point to 14 pct on demand for 746 billion pesetas. Rates stood at 12.1 pct at the start of the year and have been increased to drain liquidity on rising demand for funds. ""The policy is proving counter-productive and rates will have to come down in the long-term,"" the bank spokesman said in reply to Reuters enquiries. He said higher rates were fuelling an influx of short-term speculative capital from abroad. ""At least 800 mln dlrs of current excess liquidity in the system is convertible pesetas from West Germany and other countries with much lower rates,"" he said. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERCURY ENTERTAINMENT <MCRY> SEES BETTER RESULTS. Mercury Entertainment Corp said it expects improved results in 1987. The company today reported a loss for the year ended November 30 of 413,021 dlrs on revenues of 600,971 dlrs, compared with a loss of 163,932 dlrs on revenues of 665,800 dlrs a year before. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALLIED-SIGNAL <ALD> TO SELL ELECTRONICS UNIT. Allied-Signal Inc said it agreed to sell its Amphenol Products unit to a subsidiary of LPL Investments Group <LPLI>, a Wallingford, Conn., investment company, for 430 mln dlrs cash. Closing is expected soon, pending appropriate approvals, the company said. LPL indicated that at closing, warrants will be sold which, when exercised, will reduce its stake in the subsidiary, Amphenol Acquisition Co, to 60 pct, the company said. Lisle, Ill.-based Amphenol had 1986 sales of about 500 mln dlrs. It makes brand name interconnection products. LPL also said Merrill Lynch and Co has committed to buy 175 mln dlrs of subordinated and preferred debt in the new LPL unit, according to Allied-Signal. Canadian Imperial Bank of Commerce has committed up to 340 mln dlrs in senior debt financing, it said. Allied-Signal said in December it was offering for sale Amphenol and six other operating units in its electronics and instrumentation sector. Merrill Lynch, Needham and Co and Lazard Freres served as financial advisors, it said. Reuter ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEALTHMATE <HMTE> EXPECTS QUALIFIED OPINION. HealthMate Inc said its auditors, Laventhol and Horwath, indicated they will issue a qualified opinion on the company's financial statements. The company, which went public in March 1985, earlier reported losses for the fourth quarter. It said the auditor's statement, known as a ""subject to"" opinion, cautions that, because of continuing operating losses and negative cash flow, it must achieve profitable operations or acquire additional equity capital or other financing to continue in existence. HealthMate reported a loss for the year of 1,512,534 dlrs, or 17 cts a share on revenues of 1.4 mln dlrs. A year ago, it had a loss of 1,553,592 dlrs, or 20 cts a share on revenues of 515,225 dlrs. It said the increased sales reflect initial shipments of its FluoroScan Imaging Systems, low radiation X-ray imaging devices that recently were classified by Underwriters Laboratories Inc. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DYR LIQUIDATING <DYR> SETS LIQUIDATING PAYOUT. DYR Liquidating Corp, formerly Dyneer Corp, said its board declared a third liquidating dividend of one dlr per share payable to shareholders of record on April 14 and said it will file a certificate of dissolution on that date. The company said shareholders of record on that date will acquire beneficial interests in the liquidating trust that will be formed to hold all of the company's assets. It said it has asked the American Stock Exchange to suspend trading in its common stock at the close on April 6 to ensure settlement of all traded by April 14. DYR said it expects its stock to be withdrawn from registration under the Securities Exchange Act of 1934 shortly after April 14. DYR said the pay date for the dividend will be April 28. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOUSE SPEAKER BACKS OIL IMPORT FORECAST PLAN. House Speaker Jim Wright endorsed a proposal to require the president to take action to reduce oil imports if they threaten to top 50 pct of U.S. consumption. Wright told reporters the plan by Sen. Lloyd Bentsen, a fellow Texas Democrat, was positive and useful. Oil imports peaked in 1977 at 47 pct, were short of 36 pct last year and this year are up over 40 pct, Bentsen said. The Bentsen proposal, supported by 24 other Senators, would would require the president to issue annual three-year oil import forecasts. In any year they threatened to top 50 pct, he would be ordered to propose quotas or other solution. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
