text,acq,alum,barley,bop,carcass,castor-oil,cocoa,coconut,coconut-oil,coffee,copper,copra-cake,corn,cotton,cotton-oil,cpi,cpu,crude,dfl,dlr,dmk,earn,fuel,gas,gnp,gold,grain,groundnut,groundnut-oil,heat,hog,housing,income,instal-debt,interest,ipi,iron-steel,jet,jobs,l-cattle,lead,lei,lin-oil,livestock,lumber,meal-feed,money-fx,money-supply,naphtha,nat-gas,nickel,nkr,nzdlr,oat,oilseed,orange,palladium,palm-oil,palmkernel,pet-chem,platinum,potato,propane,rand,rape-oil,rapeseed,reserves,retail,rice,rubber,rye,ship,silver,sorghum,soy-meal,soy-oil,soybean,strategic-metal,sugar,sun-meal,sun-oil,sunseed,tea,tin,trade,veg-oil,wheat,wpi,yen,zinc
"AMERICAN PORK CONGRESS KICKS OFF TOMORROW. The American Pork Congress kicks off tomorrow, March 3, in Indianapolis with 160 of the nations pork producers from 44 member states determining industry positions on a number of issues, according to the National Pork Producers Council, NPPC. Delegates to the three day Congress will be considering 26 resolutions concerning various issues, including the future direction of farm policy and the tax law as it applies to the agriculture sector. The delegates will also debate whether to endorse concepts of a national PRV (pseudorabies virus) control and eradication program, the NPPC said. A large trade show, in conjunction with the congress, will feature the latest in technology in all areas of the industry, the NPPC added. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAIWAN'S FIRST QUARTER MAIZE IMPORTS SEEN RISING. Taiwan's maize import commitments are expected to rise to 970,000 tonnes in the first four months of 1987 from 870,000 tonnes a year earlier, a spokesman for the Joint Committee of Maize Importers told Reuters. He said more than 75 pct of the imports come from the U.S. And the rest from South Africa. The maize import target for calendar 1987 is set at well over 3.4 mln tonnes compared with an actual 3.07 mln in 1985, he added. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COFFEE TALKS FAILURE SEEN PRESSURING U.S.. Failure of talks on re-establishing International Coffee Organization, ICO, coffee quotas last week may put political pressure on the United States, particularly the State Department, to reassess its position, but the U.S. is unlikely to back away from its basic demand quotas be set by ""objective criteria"", U.S. officials said. Jon Rosenbaum, assistant U.S. trade representative and head of Washington's delegation to the talks, told Reuters on his return from London that the United States is willing to resume the coffee negotiations as early as April if necessary. Rosenbaum said the United States will be ""flexible"" in discussing the method of establishing objective criteria and any transition to new quotas, but not on the basic aim of establishing an objective method of setting quotas. At the ICO talks major consuming nations, led by the U.S., proposed that future coffee export quota shares be calculated by a formula incorporating a producer's recent exportable production and verified stocks, while large producers led by Brazil proposed maintaining the traditional ad hoc division of shares. The consumer position would have in effect reduced the market share of Brazil, by far the world's largest producer. Rosenbaum said the administration would continue to support legislation now before Congress which would allow the U.S. customs service to monitor coffee imports, as a way to comply with any future coffee quotas. He said the Reagan administration would be reviewing the coffee policy situation following the collapse of the London talks, but ""nobody is proposing we change our position."" However, other U.S. government officials involved in coffee policy said they are bracing for a diplomatic and coffee market offensive from producer countries, led by Brazil and Colombia, to soften the consumer position. ""Knowing that its next crop is fairly large, Brazil will kind of want to test the resolve of other producers and consumers,"" said one U.S. official. The U.S. official, who asked not to be identified, said Brazil and Colombia may flood the coffee market in the next few months in an effort to drive down prices and pressure other countries, particularly the splinter group of small producers who differed with the major producers in London. This in turn could lead to urgent appeals from Latin American countries, faced with mounting debt problems, to the U.S. State department, and to the National Security Council in the White House, for an easing of the U.S. position, U.S. officials said. The State department, a major player in setting U.S. coffee policy, may then face conflicting pressures, particularly from politically-sensitive U.S. allies in Central America, U.S. officials said. El Salvador and Guatemala both backed Brazil and Colombia at the London talks in resisting pressures for quotas based on objective criteria. But the Dominican Republic and Costa Rica joined the splinter group, which said it would agree to objective criteria. There is a strong feeling among some in the State Department that the United States should continue to support the splinter group of producers who have taken the politically-risky step of opposing Brazil on the objective criteria question, U.S. officials said. Within the consuming countries there also is expected to be some pressure to reassess positions. In London, the U.S. was supported by the U.K., the Netherlands, West Germany, Japan, Australia and New Zealand on the issue of objective criteria, U.S. officials said. This bloc represented enough votes among consuming nations to successfully prevent adoption of the producer proposals. However, U.S. sources said West Germany's support was at times qualified and there is some concern that the European Community could come under pressure to be more accommodative to producers in future talks. France backed the Ivory Coast and other African producers during the talks. A softening of the EC stance would make it more difficult, although not impossible, for the U.S. to block producer plans. While political manuevering by small producers and consuming countries will be important, U.S. officials said the key to any future outcome will be Brazil's position. U.S. officials blamed Brazil's intransigence for the failure of the talks and said a more flexible position from Brasilia would be the most important step toward agreement. Reuter ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRAZILIAN FCOJ OFFICIAL WELCOMES U.S. DUTY CUT. Mario Branco Peres, president of the Brazilian Association of Citrus Juice Industries (Abrassuco), welcomed a decision by the U.S. Commerce Department sharply cutting its duties on imported frozen concentrated orange juice (FCOJ) from Brazil. Speaking by telephone from Sao Paulo, Peres said, ""With its decision, the U.S. government recognised the honesty of Brazilian exporters, who never have the intention of practising dumping."" In a final ruling yesterday, the U.S. government eliminated the duties shipped by Sucocitrico Cutrale and cut to 1.96 pct the duty on Citrosuco. Duties of 8.54 pct had been set last October. Peres said Brazil had enough orange juice to meet the needs of its major clients. ""We do not have in stock what we would like to have, but we certainly have enough orange juice available to supply our buyers,"" Peres said, declining to estimate the amount of the current stock. ""To keep it a secret is part of our strategy,"" he added. Peres said the price policy of the orange juice was based on market conditions. ""There is nothing better than a free trade policy,"" he said. Cutrale and Citrosuco officials were not immediately available for comment. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOG AND CATTLE SLAUGHTER GUESSTIMATES. Chicago Mercantile Exchange floor traders and commission house representatives are guesstimating today's hog slaughter at about 300,000 to 305,000 head versus 292,000 week ago and 316,000 a year ago. Saturday's hog slaughter is guesstimated at about 30,000 to 55,000 head. Cattle slaughter is guesstimated at about 128,000 to 130,000 head versus 129,000 week ago and 119,000 a year ago. Saturday's cattle slaughter is guesstimated at about 20,000 to 40,000 head. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARGILL U.K. STRIKE TALKS ADJOURN TO TUESDAY. Talks between management and unions at Cargill U.K. Ltd's oilseed processing plant at Seaforth adjourned today without a solution to the three month old strike, a company spokesman said. Negotiations will resume next Tuesday, he said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEXAS WEEKLY CROP REPORT. The Texas weekly USDA state crop report said stormy winter weather limited fieldwork before conditions improved later in the week. A snowstorm caused some cattle deaths in the Panhandle, and cold, wet weather covered many areas. Windy weather followed to dry fields and limit planting delays. Small grains made good progress despite cool temperatures which slowed growth. Additional moisture was needed in some areas. Many fields were booting and some were beginning to head. Wheat was rated 16 pct fair, 56 pct good and 28 pct excellent. Corn and sorghum planting progressed, and land preparation was ahead of schedule in the Plains despite snowy weather. Cotton planting progressed in the Lower Valley. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"INDIA DETAILS RAIN/FLOOD DAMAGE TO GRAIN IN 1986. Rain and floods in India last year damaged about 69,000 tonnes of grain intended for human consumption during storage and transportation, food and civil supplies minister H. K. L. Bhagat told Parliament. He did not give comparative figures and said the government-owned Food Corporation of India (FCI) had not yet decided whether these grains could be used as cattle feed. Bhagat said the FCI had a total of 16.43 mln tonnes of food grains in its warehouses at the end of 1986. It had asked state governments to build more warehouses to avoid damage to grains. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GREECE BUYS 55,000 TONNES FRENCH MAIZE - TRADE. Greece bought a total of 55,000 tonnes of French maize when it tendered yesterday, initially for 30,000 tonnes of April delivery, trade sources said. They said 25,000 tonnes, to be shipped from Bordeaux, were sold at 1,603 francs per tonne fob, 15,000 tonnes from Rouen at 1,596 francs fob and 15,000 tonnes from Sete at 1,607 francs fob. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U.S. CABINET COUNCIL SET TO MULL FARM ISSUES. The Reagan administration's cabinet-level Economic Policy Council is scheduled to meet Friday to discuss, among other issues, the status of agricultural legislation, administration officials said. The officials said discussion of a U.S. Agriculture Department wheat export subsidy to the Soviet Union was not on the agenda. Matters not on the agenda, however, can be brought before the council, the officials said. Grain trade officials have speculated that USDA would make a wheat export enhancement offer to Moscow, but USDA officials have said the matter is not under active consideration. USDA today transmitted to Congress a package of legislative proposals, including bills that would cut target prices and speed up loan rate reductions. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INDONESIAN PALM OIL OUTPUT EXPECTED TO RISE. Indonesia's palm oil output is expected to rise and exports to increase, the U.S. Embassy said in its annual report on Indonesia's agriculture sector. The Indonesian government said crude palm oil (CPO) output is expected to rise to 1.56 mln tonnes in 1987 and 2.11 mln in 1988, up from a projected 1.45 mln tonnes in 1986 and 1.26 mln in 1985. The 1986 projection of 1.45 mln tonnes is up from a provisional figure of 1.3 mln tonnes. A U.S. Embassy assessment puts 1987 output at 1.45 mln tonnes, against 1.35 mln in 1986 and 1.208 mln in 1985. ""More realistic estimates indicate that 1988 production will be between 1.5 and 1.6 mln tonnes,"" the report said. The report said the abolition of the five pct CPO export tax, the devaluation of the rupiah in September 1986 and higher international palm oil prices should lead to a modest increase in exports this year. Exports are forecast to rise to 720,000 tonnes against 695,000 tonnes in 1986, the report added. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GREECE SEEKING EC SUGAR NEXT MONTH AT TENDER. Greece will hold a buying tender on April 8, for reply by April 10, for 40,000 tonnes of white sugar from EC member countries, for delivery in four equal tranches in May, June, July and August, traders said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DUTCH GREEN COFFEE IMPORTS FALL IN JANUARY. Dutch green coffee imports fell to 10,430 tonnes in January from 13,506 tonnes in January 1986, and exports fell to 366 tonnes from 615, the Central Bureau of Statistics said. Imports of Colombian coffee were 2,169 tonnes (3,025 in January 1986), Brazilian 483 (3,715), Indonesian 455 (145), Guatemalan 196 (126), Cameroun 464 (560) and Ivory Coast 353 (839). Reuter ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHILIPPINE SUGAR CROP SET AT 1.6 MLN TONNES. Philippine sugar production in the 1987/88 crop year ending August has been set at 1.6 mln tonnes, up from a provisional 1.3 mln tonnes this year, Sugar Regulatory Administration (SRA) chairman Arsenio Yulo said. Yulo told Reuters a survey during the current milling season, which ends next month, showed the 1986/87 estimate would almost certainly be met. He said at least 1.2 mln tonnes of the 1987/88 crop would be earmarked for domestic consumption. Yulo said about 130,000 tonnes would be set aside for the U.S. Sugar quota, 150,000 tonnes for strategic reserves and 50,000 tonnes would be sold on the world market. He said if the government approved a long-standing SRA recommendation to manufacture ethanol, the project would take up another 150,000 tonnes, slightly raising the target. ""The government, for its own reasons, has been delaying approval of the project, but we expect it to come through by July,"" Yulo said. Ethanol could make up five pct of gasoline, cutting the oil import bill by about 300 mln pesos. Yulo said three major Philippine distilleries were ready to start manufacturing ethanol if the project was approved. The ethanol project would result in employment for about 100,000 people, sharply reducing those thrown out of work by depressed world sugar prices and a moribund domestic industry. Production quotas, set for the first time in 1987/88, had been submitted to President Corazon Aquino. ""I think the President would rather wait till the new Congress convenes after the May elections,"" he said. ""But there is really no need for such quotas. We are right now producing just slightly over our own consumption level."" ""The producers have never enjoyed such high prices,"" Yulo said, adding sugar was currently selling locally for 320 pesos per picul, up from 190 pesos last August. Yulo said prices were driven up because of speculation following the SRA's bid to control production. ""We are no longer concerned so much with the world market,"" he said, adding producers in the Negros region had learned from their mistakes and diversified into corn and prawn farming and cloth production. He said diversification into products other than ethanol was also possible within the sugar industry. ""The Brazilians long ago learnt their lessons,"" Yulo said. ""They have 300 sugar mills, compared with our 41, but they relocated many of them and diversified production. We want to call this a 'sugarcane industry' instead of the sugar industry."" He said sugarcane could be fed to pigs and livestock, used for thatching roofs, or used in room panelling. ""When you cut sugarcane you don't even have to produce sugar,"" he said. Yulo said the Philippines was lobbying for a renewal of the International Sugar Agreement, which expired in 1984. ""As a major sugar producer we are urging them to write a new agreement which would revive world prices,"" Yulo said. ""If there is no agreement world prices will always be depressed, particularly because the European Community is subsidising its producers and dumping sugar on the markets."" He said current world prices, holding steady at about 7.60 cents per pound, were uneconomical for the Philippines, where production costs ranged from 12 to 14 cents a pound. ""If the price holds steady for a while at 7.60 cents I expect the level to rise to about 11 cents a pound by the end of this year,"" he said. Yulo said economists forecast a bullish sugar market by 1990, with world consumption outstripping production. He said sugar markets were holding up despite encroachments from artificial sweeteners and high-fructose corn syrup. ""But we are not happy with the Reagan Administration,"" he said. ""Since 1935 we have been regular suppliers of sugar to the U.S. In 1982, when they restored the quota system, they cut ours in half without any justification."" Manila was keenly watching Washington's moves to cut domestic support prices to 12 cents a pound from 18 cents. The U.S. Agriculture Department last December slashed its 12 month 1987 sugar import quota from the Philippines to 143,780 short tons from 231,660 short tons in 1986. Yulo said despite next year's increased production target, some Philippine mills were expected to shut down. ""At least four of the 41 mills were not working during the 1986/87 season,"" he said. ""We expect two or three more to follow suit during the next season."" REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ZIMBABWE BANS POLYPROPYLENE BAGS FOR OILSEEDS. Zimbabwe's Grain Marketing Board has banned the packing of oilseeds in locally-made polypropylene bags and will supply jute bags instead, board officials said. It said the quality of oilseeds such as soybeans, groundnuts and sunflower seed packed in polypropylene bags deteriorated after two weeks. Zimbabwe began producing 10 mln polypropylene grain bags this year to replace jute bags imported mainly from Bangladesh. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAPAN CRUSHERS START APRIL U.S. SOYBEAN BUYING. Japanese crushers, starting to buy U.S. Soybeans for April shipment, have recently made purchases of some 48,000 tonnes, trade sources said. The sources said they could not estimate the total volume to be purchased for April shipping because Japan's crushing program for April and June is unclear. They had predicted earlier that crushers' April shipment U.S. Bean purchases would drop to 260,000 to 270,000 from the monthly average of 300,000 to 330,000 tonnes due to low soybean meal prices. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARGENTINE MEAT EXPORTS LOWER IN 1986. Argentine meat exports during Jan/Dec 1986 totalled 220,911 tonnes, against 223,204 tonnes shipped in the same 1985 period, the National Meat board said. Shipments in tonnes with comparative figures for the 1985 period, in brackets, included: beef 120,184 (137,686), horse meat 25,651 (33,892) and beef offal 50,100 (47,745). Argentina's meat exports totalled 20,481 tonnes in December 1986, against 15,801 tonnes in the same 1985 month. Shipments in tonnes, with comparative figures for December 1985, in brackets, included: beef 14,384 (10,339), horse meat 1,609 (1,539) and beef offal 3,388 (3,098), the board said. Main destinations for refrigerated beef (bone in equivalent) were as follows, in tonnes, with comparative figures for 1985 in brackets: E.C. 46,300 (49,700), Israel 16,200 (17,600), Brazil 18,100 (unavailable), Peru 8,100 (2,300), Angola 4,800 (12,100), Chile 3,400 (8,200), Switzerland 3,000 (3,000), Canary Islands 2,400 (3,700), Singapore 1,900 (1,700), Aruba/Curazao 1,600 (1,700). Main destinations for canned meat and cooked beef (bone in equivalent) in tonnes, with figures for 1985 in brackets, were: United States 88,300 (102,900), E.C. 30,700 (24,100). Reuter ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENEVA - negotiators at U.N. Conference agree basic elements in new rubber pact - chairman. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COFFEE QUOTA TALKS CONTINUE BUT NO AGREEMENT YET. Coffee quota talks at the International Coffee Organization council meeting here continued this afternoon, but producers and consumers still had not reached common ground on the key issue of how to estimate export quotas, delegates said. The 54 member contact group was examining a Colombian proposal to resume quotas April 1 under the ad hoc system used historically, with a pledge to meet again in September to discuss how quotas would be worked out in the future, they said. Delegates would not speculate on the prospects for agreement at this time. ""Anything could happen,"" one delegate said. Reuter ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGANDA RE-ROUTES COFFEE EXPORTS THROUGH KISUMU. Long delays at the railway crossing on the Kenyan border have led Uganda to re-route its coffee exports through a ferry link with the Kenyan port of Kisumu across Lake Victoria, Ugandan officials based in Kenya said. Uganda has a direct rail link with the Kenyan port of Mombasa through which it conducts 70 pct of its external trade but there is a chronic shortage of railway wagons, they said. Customs at Kisumu take less than a day compared with two to three at the Malaba rail border crossing, a Ugandan Railways official said. ""Malaba is now handling only 10 pct of the trade and all the coffee and oil goes through Kisumu,"" he said. However, an accident recently damaged the wagon ferry which plies between Kisumu and the Ugandan port of Jinja, causing bottlenecks on the lake route too. Sources at the Coffee Marketing Board in Kampala reported delays in coffee export shipments last January due to congestion on the lake ferries. Coffee accounts for about 95 pct of Uganda's export earnings and last November President Yoweri Museveni ordered all coffee shipments to be carried by rail in order to avoid the higher costs of road haulage. Reuter ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PATON REPORTS U.S. GREEN COFFEE ROASTINGS HIGHER. U.S. roastings of green coffee in the week ended March 7 were about 325,000 (60-kilo) bags, including that used for soluble production, compared with 290,000 bags in the corresponding week of last year and about 315,000 bags in the week ended February 28, George Gordon Paton and Co Inc reported. It said cumulative roastings for calendar 1987 now total a 3,295,000 bags, compared with 3,620,000 bags by this time last year. Reuter ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ICO BOARD MEETING DELAYED ONE DAY. The International Coffee Organization (ICO) executive board meeting scheduled for the end of this month has been delayed by one day and will now run from March 31 to April 2 and not March 30 to April 1, ICO officials said. On March 30, the ICO ad hoc working group will meet to consider management consultants Ernst & Whinney's report on the ICO secretariat. This report was commissioned late last year to report on the administrative structure of the ICO. Reuter ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PERU COFFEE CROP UNAFFECTED BY RAINS. Recent heavy rains have not affected the Peru coffee crop and producers are looking forward to a record harvest, the president of one of Peru's four coffee cooperative groups said. Justo Marin Ludena, president of the Cafe Peru group of cooperatives which accounts for about 20 pct of Peru's exports, told Reuters a harvest of up to 1,800,000 quintales (46 kilos) was expected this year. He said Peru exported 1,616,101 quintales in the year to September 1986. A spokesman for the Villa Rica cooperative said flood waters last month had not reached coffee plantations, and the crop was unaffected. Floods in early February caused extensive damage in Villa Rica, whose coffee cooperative exported 59,960 quintales last year, according to the state-controlled coffee organisation. Marin said the rains would only affect the coffee crop if they continued through to next month, when harvesting starts. He said Peruvian producers were hoping for an increase this year in the 1.3 pct export quota, about 913,000 quintales, assigned to them by the International Coffee Organisation, ICO. He said Peru exported 1,381,009 quintales to ICO members last year with a value of around 230 mln dlrs, and another 235,092 quintales, valued at around 35 mln dlrs, to non-ICO members. Reuter ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC COMMISSION DECLINES COMMENT ON SUGAR OFFER. The European Community (EC) Commission declined to give an official reaction to reports that a group of european operators plan to offer one mln tonnes of sugar into intervention in protest at Commission export policies. However, a spokesman for the Commission confirmed the offers had been made to intervention agencies in various member states, and said it would now take up to three weeks for the agencies concerned to complete all necessary documentation. The spokesman said that under current regulations, the EC would have to accept all the offers if there were no technical problems. The spokesman said the Commission would only have to reimburse the member state for the cost of buying-in the sugar after the product was sold out of intervention stores at a later date. He said that at present there was virtually no sugar held in intervention stores. Last year, 45,000 tonnes were sold into intervention and during the 1984-85 campaign 108,000 tonnes. REUTER ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"U.S. EXPORT BONUS POULTRY FEED FOR NORTH YEMEN. The Commodity Credit Corporation (CCC) accepted a bid for an export bonus to cover the sale of 7,000 tonnes of mixed poultry feed to North Yemen, the U.S. Agriculture Department said. The department said the feed is for delivery during April. As announced earlier the bonus was 90.00 dlrs per tonne, made to The Pillsbury Company and will be paid in the form of commodities from CCC stocks. An additional 143,000 tonnes of mixed poultry feed are still available to North Yemen under the Export Enhancement Program announced April 14, 1986, it said. Reuter ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
